name,name:he,highway,lanes
שלום עליכם,שלום עליכם,tertiary,1
דוד המלך,דוד המלך,tertiary,2
דוד המלך,דוד המלך,tertiary,2
קרן היסוד,קרן היסוד,tertiary,1
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,1
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,2
בן מיימון,בן מיימון,tertiary,2
"רמב""ן","רמב""ן",tertiary,3
קרן היסוד,קרן היסוד,tertiary,2
אגרון,אגרון,tertiary,2
אגרון,אגרון,tertiary,3
המלך ג'ורג',המלך ג'ורג',tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,1
חברון,חברון,trunk,4
חברון,חברון,trunk,3
הרוזמרין,הרוזמרין,trunk,2
חברון,חברון,trunk,3
חברון,חברון,trunk,3
חברון,חברון,trunk,3
חברון,חברון,trunk,3
חברון,חברון,trunk,3
חברון,חברון,trunk,3
דרך חברון,דרך חברון,trunk,3
דרך חברון,דרך חברון,trunk,3
דרך חברון,דרך חברון,trunk,3
מרטין בובר,מרטין בובר,tertiary,
"חזון אי""ש",חזון איש,tertiary,
כנפי נשרים,כנפי נשרים,tertiary,2
שאולזון הרב,שאולזון הרב,tertiary,1
קצנלבוגן,קצנלבוגן הרב רפאל,tertiary,1
קצנלבוגן,קצנלבוגן הרב רפאל,tertiary,1
שאולזון,שאולזון הרב,tertiary,1
שאולזון,שאולזון הרב,tertiary,1
שאולזון הרב,שאולזון הרב,tertiary,1
שאולזון הרב,שאולזון הרב,tertiary,1
שאולזון הרב,שאולזון הרב,tertiary,1
יצחק מודעי,יצחק מודעי,secondary,2
שמואל הנגיד,שמואל הנגיד,tertiary,2
שמואל הנגיד,שמואל הנגיד,tertiary,1
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
שמואל הנגיד,שמואל הנגיד,tertiary,2
דוד המלך,דוד המלך,tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
שמואל הנגיד,שמואל הנגיד,tertiary,1
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,3
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
מרדכי עליאש,מרדכי עליאש,tertiary,2
שמואל הנגיד,שמואל הנגיד,tertiary,2
שמואל הנגיד,שמואל הנגיד,tertiary,2
המלך ג׳ורג׳,המלך ג׳ורג׳,tertiary,2
קרן היסוד,קרן היסוד,tertiary,1
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,3
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,2
קרן היסוד,קרן היסוד,tertiary,2
שמואל הנגיד,שמואל הנגיד,tertiary,2
מרדכי עליאש,מרדכי עליאש,tertiary,1
מרדכי עליאש,מרדכי עליאש,tertiary,2
בצלאל,בצלאל,tertiary,2
בן מיימון,בן מיימון,tertiary,2
שלום עליכם,שלום עליכם,tertiary,2
ז'בוטינסקי,ז'בוטינסקי,tertiary,2
דוד המלך,דוד המלך,tertiary,2
קרית מדע,קרית מדע,tertiary,
קרית מדע,קרית מדע,tertiary,
קרית מדע,קרית מדע,tertiary,
קרית מדע,קרית מדע,tertiary,
קרית מדע,קרית מדע,tertiary,
אהרון קציר,אהרון קציר,tertiary,1
"לח""י","לח""י",tertiary,2
"לח""י","לח""י",tertiary,2
שאולזון הרב,שאולזון הרב,tertiary,1
שאולזון הרב,שאולזון הרב,tertiary,1
שאולזון הרב,שאולזון הרב,tertiary,1
שאולזון הרב,שאולזון הרב,tertiary,1
